Brand,Model,Length,Width,Thickness,Volume,Image URL
channel-islands-surfboards,Channel Islands CI Pro Grom,"4'10"" "," 16.81"" "," 2.00"" ",17.5,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_Pro_Grom_Cutout.png?v=1691420884
channel-islands-surfboards,Channel Islands CI Pro Grom,"5'2"" "," 17.00"" "," 2.00"" ",18.9,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_Pro_Grom_Cutout.png?v=1691420884
channel-islands-surfboards,Channel Islands CI Pro Grom,"5'6"" "," 17.50"" "," 2.13"" ",21.3,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_Pro_Grom_Cutout.png?v=1691420884
channel-islands-surfboards,Channel Islands CI Pro Grom,"5'0"" "," 16.88"" "," 2.00"" ",18.1,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_Pro_Grom_Cutout.png?v=1691420884
channel-islands-surfboards,Channel Islands CI Pro Grom,"5'4"" "," 17.13"" "," 2.06"" ",20.2,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_Pro_Grom_Cutout.png?v=1691420884
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'5"" "," 19.00"" "," 2.25"" ",25.3,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'7"" "," 19.25"" "," 2.38"" ",27.8,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'4"" "," 18.88"" "," 2.19"" ",24.1,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'11"" "," 20.25"" "," 2.63"" ",34L,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"6'1"" "," 20.63"" "," 2.75"" ",37.2,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"6'4"" "," 21.13"" "," 3.00"" ",43.1,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'10"" "," 20.00"" "," 2.56"" ",32.4,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"6'0"" "," 20.50"" "," 2.69"" ",35.7,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"63"" "," 20.88"" "," 2.88"" ",40.4,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"6'2"" "," 20.75"" "," 2.88"" ",39.6,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'6"" "," 19.13"" "," 2.31"" ",26.5,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'9"" "," 19.75"" "," 2.50"" ",30.8,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Dumpster Diver 2,"5'8"" "," 19.50"" "," 2.44"" ",29.3,https://cdn.shopify.com/s/files/1/2062/5873/files/AlMerrick_DumpsterDiver2.webp?v=1706128353
channel-islands-surfboards,Channel Islands Feb's Fish,"5'5"" "," 20.13"" "," 2.31"" ",30.5,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands Feb's Fish,"5'7"" "," 20.50"" "," 2.44"" ",33.8,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands Feb's Fish,"5'11"" "," 21.13"" "," 2.63"" ",39.7,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands Feb's Fish,"6'1"" "," 21.50"" "," 2.75"" ",44.0,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands Feb's Fish,"6'3"" "," 22.00"" "," 2.88"" ",49.7,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands Feb's Fish,"5'9"" "," 20.88"" "," 2.50"" ",36.3,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands Feb's Fish,"5'3"" "," 19.88"" "," 2.25"" ",28.5,https://cdn.shopify.com/s/files/1/2062/5873/files/CI_FebFish.webp?v=1727791047
channel-islands-surfboards,Channel Islands G Skate,"5’2"" "," 18.75"" "," 2.31"" ",25.3,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"5'4"" "," 19.00"" "," 2.38"" ",27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"6'6"" "," 21.75"" "," 3.00"" ",47.2,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"6'4"" "," 21.38"" "," 3.00"" ",45.2,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"5'10"" "," 20.00"" "," 2.63"" ",34.5,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"6'0"" "," 20.50"" "," 2.75"" ",38.0,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"6'2"" "," 21.00"" "," 2.88"" ",41.5,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"5'6"" "," 19.25"" "," 2.44"" ",29.1,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands G Skate,"5'8"" "," 19.63"" "," 2.50"" ",31.4,https://cdn.shopify.com/s/files/1/2062/5873/files/GSkate-blue.jpg?v=1679499236
channel-islands-surfboards,Channel Islands Happy Everyday,"5'5"" "," 18.50"" "," 2.19"" ",23.7,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5'7"" "," 19.00"" "," 2.31"" ",26.4,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5’4"" "," 18.25"" "," 2.13"" ",22.4,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5'11"" "," 20.00"" "," 2.56"" ",32.6,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"6'1"" "," 20.50"" "," 2.63"" ",35.1,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"6'4"" "," 21.00"" "," 2.88"" ",40.9,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5'10"" "," 19.75"" "," 2.50"" ",30.9,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"6'0"" "," 20.25"" "," 2.63"" ",34.2,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"6'3"" "," 20.75"" "," 2.75"" ",38.2,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"6'2"" "," 20.63"" "," 2.75"" ",37.5,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5'6"" "," 18.75"" "," 2.25"" ",25.1,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5'9"" "," 19.50"" "," 2.44"" ",29.4,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday,"5'8"" "," 19.25"" "," 2.38"" ",27.9,https://cdn.shopify.com/s/files/1/2062/5873/files/happy-everday-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Happy Everyday Grom,"4'6"" "," 17.25"" "," 2.00"" ",16.8,https://cdn.shopify.com/s/files/1/2062/5873/files/CIHE_Grom_cutout.png?v=1691765076
channel-islands-surfboards,Channel Islands Happy Everyday Grom,"4'10"" "," 17.50"" "," 2.06"" ",18.9,https://cdn.shopify.com/s/files/1/2062/5873/files/CIHE_Grom_cutout.png?v=1691765076
channel-islands-surfboards,Channel Islands Happy Everyday Grom,"5'2"" "," 18.00"" "," 2.13"" ",21.4,https://cdn.shopify.com/s/files/1/2062/5873/files/CIHE_Grom_cutout.png?v=1691765076
channel-islands-surfboards,Channel Islands Happy Everyday Grom,"5'0"" "," 17.75"" "," 2.13"" ",20.4,https://cdn.shopify.com/s/files/1/2062/5873/files/CIHE_Grom_cutout.png?v=1691765076
channel-islands-surfboards,Channel Islands Happy Traveler,7’0” , 20.75” , 3.00” ,46.0,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,7’2” , 21.00” , 3.13” ,49.4,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,6’10” , 21.38” , 2.88” ,42.3,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,6’8” , 20.00” , 2.75” ,38.8,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,6’0” , 19.00” , 2.44” ,29.5,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,5’10” , 18.75” , 2.38” ,27.6,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,6’2” , 19.25” , 2.56” ,32.3,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,6’4” , 19.50” , 2.63” ,34.3,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands Happy Traveler,6’6” , 19.75” , 2.75” ,37.3,https://cdn.shopify.com/s/files/1/2062/5873/files/happytraveler.jpg?v=1681936766
channel-islands-surfboards,Channel Islands M23,"7'0"" "," 21.25"" "," 2.88"" ",47.6,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"6'10"" "," 21.00"" "," 2.75"" ",43.3,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"7'2"" "," 21.50"" "," 2.88"" ",48.7,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"7'8"" "," 22.25"" "," 3.00"" ",56.2,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"6’6"" "," 20.50"" "," 2.69"" ",39.3,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"6'8"" "," 20.75"" "," 2.75"" ",41.8,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"7'6"" "," 22.00"" "," 3.00"" ",54.4,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"7'10"" "," 22.50"" "," 3.00"" ",58.1,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"7'4"" "," 21.75"" "," 2.88"" ",50.4,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands M23,"8'0"" "," 22.75"" "," 3.13"" ",62.5,https://cdn.shopify.com/s/files/1/2062/5873/files/M23_cutout.png?v=1696851574
channel-islands-surfboards,Channel Islands Rocket Wide,"5’5"" "," 18.75"" "," 2.31"" ",25.8,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’2"" "," 21.00"" "," 2.88"" ",40.7,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’8"" "," 22.00"" "," 3.00"" ",47.7,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’11"" "," 20.25"" "," 2.63"" ",34.4,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’7"" "," 19.25"" "," 2.44"" ",28.7,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’9"" "," 19.75"" "," 2.56"" ",31.9,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’3"" "," 21.25"" "," 2.88"" ",41.8,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’10"" "," 20.00"" "," 2.63"" ",33.5,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’4"" "," 18.50"" "," 2.25"" ",24.4,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’4"" "," 21.50"" "," 3.00"" ",44.6,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’0"" "," 20.50"" "," 2.75"" ",37.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’6"" "," 21.75"" "," 3.00"" ",45.9,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"6’1"" "," 20.75"" "," 2.75"" ",38.0,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’6"" "," 19.00"" "," 2.38"" ",27.2,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Rocket Wide,"5’8"" "," 19.50"" "," 2.50"" ",30.3,https://cdn.shopify.com/s/files/1/2062/5873/files/rocket-wide-top.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Tri Plane Hull,"6’9"" "," 21.13"" "," 2.69"" ",42.8,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Tri Plane Hull,"7’3"" "," 21.63"" "," 2.88"" ",50.4,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Tri Plane Hull,"6’7"" "," 21.00"" "," 2.69"" ",41.4,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Tri Plane Hull,"7’7"" "," 21 78"" "," 3.00"" ",55.7,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Tri Plane Hull,"6'11"" "," 21.25"" "," 2.75"" ",45.2,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Tri Plane Hull,"7'11"" "," 22.13"" "," 3.06"" ",61.2,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Tri Plane Hull,"7’1"" "," 21.38"" "," 2.81"" ",47.6,https://cdn.shopify.com/s/files/1/2062/5873/files/TPH_cutout.png?v=1696852839
channel-islands-surfboards,Channel Islands Two Happy,"6’2"" "," 19.50"" "," 2.56"" ",32.7,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"5’10"" "," 18.63"" "," 2.31"" ",26.7,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"6’4"" "," 20.13"" "," 2.75"" ",37.1,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"6’0"" "," 19.13"" "," 2.44"" ",29.7,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"6’6"" "," 20.50"" "," 2.88"" ",40.4,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"6’1"" "," 19.25"" "," 2.50"" ",31.1,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"5’11"" "," 18.88"" "," 2.38"" ",28.2,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"5’9"" "," 18.38"" "," 2.25"" ",25.3,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"6’3"" "," 19.88"" "," 2.63"" ",34.5,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
channel-islands-surfboards,Channel Islands Two Happy,"5’8"" "," 18.25"" "," 2.19"" ",24.1,https://cdn.shopify.com/s/files/1/2062/5873/files/ci-2-happy-deck.jpg?v=1678115956
cj-nelson-designs-surfboards,CJ Nelson Designs Chameleon,9’5” , 23.25” , 3.13” ,73.0,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Chameleon.webp?v=1718809783
cj-nelson-designs-surfboards,CJ Nelson Designs Chameleon,10’0” , 23.75” , 3.19” ,79.4,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Chameleon.webp?v=1718809783
cj-nelson-designs-surfboards,CJ Nelson Designs Chameleon,9’1” , 23.00” , 3.00” ,66.0,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Chameleon.webp?v=1718809783
cj-nelson-designs-surfboards,CJ Nelson Designs GX1000,9’4” , 23.25” , 3.13” ,72.6,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_GX1000.webp?v=1718809770
cj-nelson-designs-surfboards,CJ Nelson Designs GX1000,9’8” , 23.50” , 3.25” ,79.0,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_GX1000.webp?v=1718809770
cj-nelson-designs-surfboards,CJ Nelson Designs GX1000,9’0” , 23.00” , 3.00” ,66.7,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_GX1000.webp?v=1718809770
cj-nelson-designs-surfboards,CJ Nelson Designs Milo,6’3” , 21.75” , 2.60” ,41.1,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Milo.webp?v=1718809731
cj-nelson-designs-surfboards,CJ Nelson Designs Milo,6’9” , 22.25” , 2.80” ,49.8,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Milo.webp?v=1718809731
cj-nelson-designs-surfboards,CJ Nelson Designs Milo,6’6” , 22.00” , 2.70” ,44.9,https://cdn.shopify.com/s/files/1/2062/5873/files/CJNelson_Milo.webp?v=1718809731
cj-nelson-designs-surfboards,CJ Nelson Designs Outlier, 8’0” , 22.5” , 3.12” ,59.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0006_CJ_O.jpg?v=1592234136
cj-nelson-designs-surfboards,CJ Nelson Designs Outlier,7’0” , 23.00 , 3.13” ,57L,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0006_CJ_O.jpg?v=1592234136
cj-nelson-designs-surfboards,CJ Nelson Designs Outlier," 9’0"" ", 23” , 3.06” ,70.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0006_CJ_O.jpg?v=1592234136
cj-nelson-designs-surfboards,CJ Nelson Designs Outlier, 7’6” , 22.25” , 2.87” ,51.7,https://cdn.shopify.com/s/files/1/2062/5873/files/Surfboard_Cutouts__0006_CJ_O.jpg?v=1592234136
cj-nelson-designs-surfboards,CJ Nelson Designs Outlier X,"6'9"" ", 21.75 , 2.875 ,47.0,https://cdn.shopify.com/s/files/1/2062/5873/files/Outlier_x_cutout.png?v=1711049028
